eps_min,eps_max,teps_min,teps_max,x_min,x_max,score_min,score_max,alpha_
-3.7528512477874756,3.5422210693359375,-3.752950429916382,3.5422186851501465,-3.728682279586792,3.519829750061035,-0.06501296907663345,0.06632032990455627,0.0054
-3.7530133724212646,3.541823625564575,-3.7530131340026855,3.541825532913208,-3.728423833847046,3.519594669342041,-0.016433272510766983,0.017458057031035423,0.0055
-3.753018617630005,3.5414912700653076,-3.7530195713043213,3.541471242904663,-3.7281627655029297,3.519360303878784,-0.03407568112015724,0.04739067703485489,0.005600000000000001
-3.753138542175293,3.5413999557495117,-3.7531228065490723,3.5413973331451416,-3.727898597717285,3.519124746322632,-0.025195728987455368,0.0265719722956419,0.0057
-3.7531933784484863,3.540947437286377,-3.7531914710998535,3.5409488677978516,-3.727631092071533,3.5188910961151123,-0.06290551275014877,0.04302200302481651,0.0058000000000000005
-3.7532296180725098,3.5405354499816895,-3.7532284259796143,3.5405337810516357,-3.727360486984253,3.5186588764190674,-0.0172391589730978,0.017876315861940384,0.005900000000000001
-3.7532949447631836,3.5403382778167725,-3.75329327583313,3.5403404235839844,-3.7270867824554443,3.518425703048706,-0.011167308315634727,0.00970495492219925,0.006
-3.7534329891204834,3.5398972034454346,-3.7535347938537598,3.539876699447632,-3.7268083095550537,3.5181944370269775,-0.12809187173843384,0.10346035659313202,0.0061
-3.753469944000244,3.539741277694702,-3.753464698791504,3.539740800857544,-3.726527690887451,3.5179624557495117,-0.004351685754954815,0.004443306475877762,0.0062
-3.7535853385925293,3.539583683013916,-3.753495216369629,3.5395867824554443,-3.7262444496154785,3.5177297592163086,-0.2931694984436035,0.3807360827922821,0.006300000000000001
-3.7536749839782715,3.5394086837768555,-3.753648281097412,3.5394458770751953,-3.725957155227661,3.517495632171631,-0.5687991380691528,0.5794917941093445,0.0064
-3.7538907527923584,3.538952589035034,-3.753877878189087,3.5389387607574463,-3.7256650924682617,3.517263889312744,-0.07864172756671906,0.0887252688407898,0.0065
-3.753929376602173,3.538597345352173,-3.7539329528808594,3.5385963916778564,-3.725369453430176,3.5170326232910156,-0.02269601821899414,0.018827490508556366,0.006600000000000001
-3.7540009021759033,3.5382819175720215,-3.7540018558502197,3.538283586502075,-3.7250702381134033,3.5168020725250244,-0.0048116096295416355,0.006520938128232956,0.0067
-3.7540197372436523,3.5377650260925293,-3.754014015197754,3.5377676486968994,-3.7247681617736816,3.516573667526245,-0.041808612644672394,0.02873848006129265,0.0068000000000000005
-3.7540698051452637,3.537476062774658,-3.7540700435638428,3.5374748706817627,-3.7244625091552734,3.516345500946045,-0.004117206204682589,0.004858294501900673,0.006900000000000001
-3.7540650367736816,3.537259340286255,-3.7540619373321533,3.5372564792633057,-3.724153995513916,3.5161166191101074,-0.011936810798943043,0.014616139233112335,0.007
-3.7541329860687256,3.5368223190307617,-3.7541370391845703,3.5368173122406006,-3.723841905593872,3.5158896446228027,-0.020072907209396362,0.01841195486485958,0.0071
-3.7542662620544434,3.5365045070648193,-3.754267454147339,3.5364909172058105,-3.7235255241394043,3.515662908554077,-0.024662289768457413,0.024967212229967117,0.0072
-3.754365921020508,3.5361790657043457,-3.75437068939209,3.536176919937134,-3.72320556640625,3.515437126159668,-0.00563925551250577,0.006175978109240532,0.007300000000000001
-3.7546637058258057,3.5356996059417725,-3.7546679973602295,3.5356993675231934,-3.7228801250457764,3.515212297439575,-0.025960464030504227,0.01345099788159132,0.0074
-3.7545530796051025,3.535295248031616,-3.7545368671417236,3.5352954864501953,-3.72255277633667,3.5149896144866943,-0.008809330873191357,0.010134443640708923,0.0075
-3.7546679973602295,3.5350544452667236,-3.7546677589416504,3.5350544452667236,-3.7222211360931396,3.5147666931152344,-0.0008109931368380785,0.0008105512824840844,0.007600000000000001
-3.7546534538269043,3.5346920490264893,-3.7546534538269043,3.534693956375122,-3.7218868732452393,3.5145444869995117,-0.025434542447328568,0.030312173068523407,0.0077
-3.7546091079711914,3.5343446731567383,-3.754621982574463,3.534344434738159,-3.7215490341186523,3.5143227577209473,-0.02739630825817585,0.03767640143632889,0.0078000000000000005
-3.7548375129699707,3.5340120792388916,-3.7548372745513916,3.5340094566345215,-3.7212064266204834,3.514101982116699,-0.027673600241541862,0.0263359397649765,0.0079
-3.7550055980682373,3.533548355102539,-3.7550079822540283,3.533550262451172,-3.7208590507507324,3.513882637023926,-0.009923919104039669,0.00852553453296423,0.008
-3.755214214324951,3.533219337463379,-3.7552125453948975,3.533220052719116,-3.7205069065093994,3.5136642456054688,-0.011632530950009823,0.010137112811207771,0.0081
-3.7552378177642822,3.5328640937805176,-3.7552309036254883,3.5328643321990967,-3.720151424407959,3.51344633102417,-0.05267802253365517,0.04685191437602043,0.0082
-3.7552378177642822,3.5325980186462402,-3.7552595138549805,3.5326151847839355,-3.719791889190674,3.513227939605713,-0.5208317041397095,0.25901058316230774,0.0083
-3.755298137664795,3.5323143005371094,-3.755298137664795,3.5323143005371094,-3.719428777694702,3.513010025024414,-0.007980366237461567,0.005911658518016338,0.008400000000000001
-3.7552125453948975,3.5320515632629395,-3.7552106380462646,3.532047986984253,-3.7190630435943604,3.512791872024536,-0.01732572726905346,0.01567433588206768,0.0085
-3.755261182785034,3.5317368507385254,-3.7552597522735596,3.5317366123199463,-3.718693971633911,3.5125741958618164,-0.02250637486577034,0.01749030314385891,0.0086
-3.7552077770233154,3.5313737392425537,-3.7552080154418945,3.5313727855682373,-3.718451499938965,3.512356996536255,-0.020485006272792816,0.021020976826548576,0.008700000000000001
-3.755262613296509,3.5310232639312744,-3.7552618980407715,3.531022071838379,-3.718578577041626,3.5121407508850098,-0.007142660673707724,0.00807984173297882,0.0088
-3.755427122116089,3.530665397644043,-3.7554283142089844,3.5306522846221924,-3.7187094688415527,3.511925458908081,-0.07547642290592194,0.09904104471206665,0.0089
-3.755375862121582,3.530306339263916,-3.7553749084472656,3.530304431915283,-3.7188425064086914,3.5117106437683105,-0.010233710519969463,0.013774746097624302,0.009
-3.755497932434082,3.5300540924072266,-3.7554996013641357,3.5300543308258057,-3.7189788818359375,3.511495351791382,-0.010835121385753155,0.00949050486087799,0.0091
-3.7556264400482178,3.5295581817626953,-3.7556259632110596,3.529557466506958,-3.7191195487976074,3.511282205581665,-0.004359547980129719,0.003965906333178282,0.009200000000000002
-3.7556681632995605,3.5292530059814453,-3.755655288696289,3.5292587280273438,-3.7192623615264893,3.5110690593719482,-0.04629659652709961,0.04090655595064163,0.009300000000000001
-3.7559030055999756,3.528933525085449,-3.7558979988098145,3.528935670852661,-3.719409942626953,3.5108561515808105,-0.039165668189525604,0.03686833009123802,0.0094
-3.755918502807617,3.5285768508911133,-3.755915641784668,3.528578042984009,-3.7195608615875244,3.51064395904541,-0.01976849138736725,0.020966313779354095,0.0095
-3.755788564682007,3.5282700061798096,-3.7558093070983887,3.5282835960388184,-3.719714403152466,3.5104317665100098,-0.08059592545032501,0.09325429052114487,0.009600000000000001
-3.755805492401123,3.5277581214904785,-3.755718469619751,3.5277650356292725,-3.7198703289031982,3.510221242904663,-0.2508043348789215,0.2815949022769928,0.0097
-3.755711793899536,3.5274643898010254,-3.7557103633880615,3.5274581909179688,-3.720031499862671,3.5100111961364746,-0.02517826110124588,0.02393466793000698,0.009800000000000001
-3.755863904953003,3.5269529819488525,-3.7558631896972656,3.5269525051116943,-3.7201976776123047,3.50980281829834,-0.04227821156382561,0.03154999762773514,0.0099
-3.756007194519043,3.5264811515808105,-3.756009340286255,3.5264811515808105,-3.720367908477783,3.509596109390259,-0.1844731867313385,0.1922585815191269,0.01
-3.7560818195343018,3.5259745121002197,-3.7560815811157227,3.5259757041931152,-3.72054386138916,3.5093913078308105,-0.0053820000030100346,0.005345461890101433,0.010100000000000001
-3.756173610687256,3.525709629058838,-3.7561733722686768,3.5257115364074707,-3.7207226753234863,3.509186267852783,-0.108782097697258,0.1351422667503357,0.0102
-3.7561938762664795,3.525466203689575,-3.756192684173584,3.525465726852417,-3.720905303955078,3.5089805126190186,-0.004081190098077059,0.005773130338639021,0.0103
-3.7562155723571777,3.525397539138794,-3.7562153339385986,3.5253982543945312,-3.7210910320281982,3.5087730884552,-0.013849347829818726,0.01487283781170845,0.0104
-3.756239175796509,3.5251166820526123,-3.756237268447876,3.5251169204711914,-3.7212793827056885,3.508565664291382,-0.0107750678434968,0.016755875200033188,0.0105
-3.7563467025756836,3.524728775024414,-3.7560107707977295,3.5245561599731445,-3.7214741706848145,3.5083606243133545,-1.734545350074768,1.6722917556762695,0.010600000000000002
-3.7566373348236084,3.524334192276001,-3.7566375732421875,3.5243327617645264,-3.7216720581054688,3.5081543922424316,-0.010695438832044601,0.017847510054707527,0.010700000000000001
-3.756687641143799,3.523836612701416,-3.7566914558410645,3.5238327980041504,-3.721874475479126,3.5079500675201416,-0.06101245805621147,0.027681728824973106,0.0108
-3.756657838821411,3.5233731269836426,-3.7566585540771484,3.5233683586120605,-3.7220797538757324,3.507746934890747,-0.021082302555441856,0.017633458599448204,0.0109
-3.756596803665161,3.5229222774505615,-3.7565956115722656,3.5229268074035645,-3.722289800643921,3.507544994354248,-0.008187719620764256,0.010575959458947182,0.011
-3.7565104961395264,3.5226523876190186,-3.7565109729766846,3.5226526260375977,-3.7225048542022705,3.50734281539917,-0.016148481518030167,0.014563849195837975,0.011100000000000002
-3.7564778327941895,3.522212266921997,-3.7564773559570312,3.522213935852051,-3.722724199295044,3.507141590118408,-0.00928514078259468,0.011001608334481716,0.011200000000000002
-3.756464958190918,3.5219244956970215,-3.756464719772339,3.5219247341156006,-3.722947120666504,3.5069403648376465,-0.017938612028956413,0.022052310407161713,0.011300000000000001
-3.7566030025482178,3.5215156078338623,-3.7566027641296387,3.521517038345337,-3.723173141479492,3.506739854812622,-0.011266757734119892,0.01183341909199953,0.0114
-3.7567758560180664,3.521275043487549,-3.7567756175994873,3.521272659301758,-3.723402261734009,3.50717830657959,-0.10952697694301605,0.15572239458560944,0.0115
-3.75675630569458,3.5211453437805176,-3.756756544113159,3.5211431980133057,-3.723634719848633,3.507996082305908,-0.004924613516777754,0.003222191473469138,0.011600000000000001
-3.7567057609558105,3.520808458328247,-3.756737232208252,3.5208075046539307,-3.7238705158233643,3.5088188648223877,-0.024351464584469795,0.019146833568811417,0.0117
-3.756638765335083,3.5206093788146973,-3.7566380500793457,3.5206093788146973,-3.7241103649139404,3.5096452236175537,-0.010220239870250225,0.007668894715607166,0.011800000000000001
-3.756706476211548,3.52011775970459,-3.756707191467285,3.5201239585876465,-3.7243547439575195,3.510474920272827,-0.011988062411546707,0.009081205353140831,0.0119
-3.756866931915283,3.5198347568511963,-3.7568671703338623,3.519834041595459,-3.7246036529541016,3.511308193206787,-0.020441515371203423,0.021668417379260063,0.012
-3.7567901611328125,3.5193777084350586,-3.756796360015869,3.519395112991333,-3.7248570919036865,3.512144088745117,-0.16214683651924133,0.12597380578517914,0.012100000000000001
-3.7569315433502197,3.519063949584961,-3.756939649581909,3.5190610885620117,-3.725114107131958,3.5129826068878174,-0.06867581605911255,0.06592795997858047,0.0122
-3.757028102874756,3.5186808109283447,-3.757035970687866,3.518592119216919,-3.7253756523132324,3.513824701309204,-0.1251436471939087,0.14161577820777893,0.0123
-3.756970167160034,3.5183796882629395,-3.756972551345825,3.5183894634246826,-3.7256417274475098,3.514672040939331,-0.060632336884737015,0.047123923897743225,0.0124
-3.756972074508667,3.517982006072998,-3.7569687366485596,3.5179941654205322,-3.725912570953369,3.5155229568481445,-0.05770816281437874,0.061684269458055496,0.0125
-3.757108688354492,3.517702102661133,-3.7571094036102295,3.517707347869873,-3.7261874675750732,3.5163767337799072,-0.04358997568488121,0.04451050981879234,0.012600000000000002
-3.757258653640747,3.517241954803467,-3.757230520248413,3.5172643661499023,-3.7264676094055176,3.517232894897461,-0.16549111902713776,0.17746587097644806,0.012700000000000001
-3.7573118209838867,3.5170419216156006,-3.7573132514953613,3.517042398452759,-3.726752281188965,3.5180928707122803,-0.027898451313376427,0.03087627701461315,0.0128
-3.7573201656341553,3.5166842937469482,-3.7573201656341553,3.5166866779327393,-3.7270407676696777,3.518955707550049,-0.014780336059629917,0.020642947405576706,0.0129
-3.757413387298584,3.5163960456848145,-3.757413625717163,3.5163979530334473,-3.7273335456848145,3.519822359085083,-0.043862950056791306,0.052693359553813934,0.013
-3.7573914527893066,3.516146659851074,-3.7573907375335693,3.5161473751068115,-3.727630138397217,3.5206916332244873,-0.13255833089351654,0.1941877156496048,0.013100000000000002
-3.7575325965881348,3.51560378074646,-3.7575602531433105,3.515552282333374,-3.727931261062622,3.5215647220611572,-0.3104039430618286,0.3555794358253479,0.013200000000000002
-3.7577030658721924,3.5151984691619873,-3.7577052116394043,3.5151965618133545,-3.728239059448242,3.5224406719207764,-0.04458438605070114,0.045994117856025696,0.013300000000000001
-3.757833957672119,3.5148143768310547,-3.7578461170196533,3.5148141384124756,-3.728553295135498,3.523320198059082,-0.014284314587712288,0.019326655194163322,0.0134
-3.7578389644622803,3.5142393112182617,-3.757819890975952,3.514220714569092,-3.7288734912872314,3.524202823638916,-0.043901048600673676,0.054060399532318115,0.0135
-3.757704734802246,3.51395845413208,-3.757702112197876,3.5139501094818115,-3.7291982173919678,3.5250890254974365,-0.018817249685525894,0.020212864503264427,0.013600000000000001
-3.7575843334198,3.513697624206543,-3.7575881481170654,3.5136990547180176,-3.7295265197753906,3.525977849960327,-0.025165997445583344,0.022802039980888367,0.0137
-3.757619857788086,3.51350736618042,-3.757617712020874,3.5135068893432617,-3.7298574447631836,3.526869773864746,-0.018984995782375336,0.014259087853133678,0.013800000000000002
-3.7574634552001953,3.5131640434265137,-3.757464647293091,3.5131661891937256,-3.7301928997039795,3.5277647972106934,-0.12509958446025848,0.07561618834733963,0.013900000000000001
-3.757505178451538,3.5129318237304688,-3.7575058937072754,3.5129318237304688,-3.7305307388305664,3.528662919998169,-0.03675040975213051,0.027268216013908386,0.014
-3.7575109004974365,3.5123510360717773,-3.7575113773345947,3.5123465061187744,-3.7308738231658936,3.5295634269714355,-0.045641958713531494,0.04246170446276665,0.014100000000000001
-3.75762939453125,3.512035369873047,-3.757624864578247,3.512026786804199,-3.7312233448028564,3.530467987060547,-0.01972525380551815,0.023282736539840698,0.0142
-3.7577011585235596,3.5117990970611572,-3.7576963901519775,3.5117971897125244,-3.731576919555664,3.5313758850097656,-0.03974726423621178,0.03693123534321785,0.0143
-3.757833957672119,3.511460065841675,-3.75783109664917,3.5114498138427734,-3.731935501098633,3.532284736633301,-0.02612055093050003,0.026719385758042336,0.0144
-3.7577552795410156,3.5111985206604004,-3.757758617401123,3.5111963748931885,-3.732297420501709,3.5331974029541016,-0.023199697956442833,0.029410839080810547,0.0145
-3.757643222808838,3.510838508605957,-3.7576725482940674,3.510859966278076,-3.7326607704162598,3.5341150760650635,-0.3890617787837982,0.3097817003726959,0.014600000000000002
-3.757488965988159,3.510499954223633,-3.7574851512908936,3.5105011463165283,-3.7330288887023926,3.5350341796875,-0.05965766683220863,0.04524320363998413,0.014700000000000001
-3.757153272628784,3.5102062225341797,-3.7571637630462646,3.5102038383483887,-3.7334017753601074,3.535956859588623,-0.04827746003866196,0.06415391713380814,0.0148
-3.7572133541107178,3.5096964836120605,-3.757183790206909,3.5096805095672607,-3.733779191970825,3.536881685256958,-0.3206712305545807,0.36386409401893616,0.0149
-3.7573790550231934,3.509533405303955,-3.7573232650756836,3.5095303058624268,-3.734161138534546,3.5378077030181885,-0.25799256563186646,0.4310937523841858,0.015
-3.757582664489746,3.509167194366455,-3.7575809955596924,3.5091567039489746,-3.734549045562744,3.538738250732422,-0.08741838485002518,0.13941590487957,0.0151
-3.7576122283935547,3.508845090866089,-3.7575457096099854,3.5088229179382324,-3.734941005706787,3.539672374725342,-1.4503012895584106,0.9909588098526001,0.015200000000000002
-3.75772762298584,3.5085625648498535,-3.759326457977295,3.508646011352539,-3.7353389263153076,3.540605306625366,-0.987827479839325,1.1721712350845337,0.015300000000000001
-3.757514238357544,3.5081517696380615,-3.7575223445892334,3.5081546306610107,-3.7357397079467773,3.541541814804077,-0.07142110913991928,0.0634920746088028,0.0154
-3.7574243545532227,3.5078017711639404,-3.757423162460327,3.5077996253967285,-3.736143112182617,3.5424821376800537,-0.0184092465788126,0.02134609967470169,0.0155
-3.757373809814453,3.5076510906219482,-3.7573952674865723,3.507646083831787,-3.736550807952881,3.5434250831604004,-0.021053971722722054,0.017645500600337982,0.015600000000000001
-3.75724458694458,3.5073912143707275,-3.7572407722473145,3.5073904991149902,-3.7369635105133057,3.5443708896636963,-0.017349211499094963,0.015931101515889168,0.015700000000000002
-3.7572250366210938,3.507086992263794,-3.757290840148926,3.507094144821167,-3.737380266189575,3.545318841934204,-0.022473707795143127,0.02782093733549118,0.0158
-3.75722074508667,3.506758213043213,-3.7572178840637207,3.506758451461792,-3.7378005981445312,3.5462687015533447,-0.010623876005411148,0.012376518920063972,0.0159
-3.7571072578430176,3.506498098373413,-3.757122278213501,3.506500720977783,-3.7382259368896484,3.547222137451172,-0.07558346539735794,0.06907051056623459,0.016
-3.7570888996124268,3.5060534477233887,-3.757038116455078,3.5060558319091797,-3.7386562824249268,3.54817795753479,-0.053304027765989304,0.0718311071395874,0.0161
-3.7569077014923096,3.5057127475738525,-3.7569162845611572,3.5057127475738525,-3.7390899658203125,3.549135446548462,-0.03868431597948074,0.042006056755781174,0.0162
-3.757014274597168,3.505516767501831,-3.757032871246338,3.5055158138275146,-3.7395288944244385,3.5500948429107666,-0.00590634485706687,0.0065588513389229774,0.016300000000000002
-3.756913661956787,3.505277395248413,-3.7569174766540527,3.5052754878997803,-3.739971876144409,3.5510566234588623,-0.011243904009461403,0.01043583732098341,0.0164
-3.756763219833374,3.5047669410705566,-3.7567639350891113,3.5047717094421387,-3.740419387817383,3.55202054977417,-0.014856758527457714,0.02051881141960621,0.0165
-3.756580114364624,3.5043861865997314,-3.756535053253174,3.504347085952759,-3.740872859954834,3.552987813949585,-0.5127969980239868,0.7111309766769409,0.0166
-3.7564260959625244,3.5039186477661133,-3.756434440612793,3.5039126873016357,-3.7413320541381836,3.5539581775665283,-0.0171258132904768,0.01621815748512745,0.0167
-3.7563953399658203,3.5035033226013184,-3.756394386291504,3.50350022315979,-3.741795539855957,3.5549302101135254,-0.011044365353882313,0.01348421722650528,0.016800000000000002
-3.756166458129883,3.503197431564331,-3.7561681270599365,3.5032010078430176,-3.74226450920105,3.5559041500091553,-0.03415941447019577,0.025803592056035995,0.016900000000000002
-3.7560362815856934,3.502866268157959,-3.756040334701538,3.5028676986694336,-3.742737054824829,3.5568814277648926,-0.014356464147567749,0.010164524428546429,0.017
-3.755953788757324,3.5026636123657227,-3.755955219268799,3.502662181854248,-3.743213415145874,3.5578606128692627,-0.00549157103523612,0.004587898030877113,0.0171
-3.7557880878448486,3.5023369789123535,-3.756894111633301,3.5024054050445557,-3.7436914443969727,3.55884051322937,-2.9119088649749756,1.6976619958877563,0.0172
-3.7555177211761475,3.502159833908081,-3.7556450366973877,3.5020980834960938,-3.7441720962524414,3.5598249435424805,-1.7682818174362183,1.647823452949524,0.0173
-3.755253791809082,3.5018978118896484,-3.7552566528320312,3.5018980503082275,-3.744654893875122,3.5608112812042236,-0.038050249218940735,0.025748394429683685,0.017400000000000002
